Company Name,Company Business,Market Value,Annual Revenue,Operating Income,Net Income,Assets,Liabilities
CBRE GROUP,Real Estate,21040000000,23894000000,0,1282000000,15700000000,9456000000
CDW CORPORATION,Technology,18844000000,18467000000,1179000000,788500000,0,0
DEXCOM,Healthcare,35503000000,1476000000,0,101000000,3522000000,2168000000
ESSEX PROPERTY TRUST,Real Estate,15481000000,1460000000,0,439000000,0,0
CADENCE DESIGN SYSTEMS,Technology,38055000000,2336000000,0,989000000,3999000000,1743000000
KEYCORP,Financial Services,16024000000,6368000000,0,1620000000,171192000000,153650000000
WESTERN DIGITAL CORPORATION,Technology,16852000000,16736000000,0,-250000000,25662000000,16111000000
FIRST REPUBLIC BANK,Financial Services,25303000000,3254000000,0,881000000,0,0
INTERACTIVE BROKERS GROUP,Financial Services,26100000000,1686000000,0,161000000,0,0
SEAGEN,Healthcare,31350000000,917000000,0,-158000000,0,0
KEYSIGHT TECHNOLOGIES,Technology,24581000000,4303000000,0,621000000,0,0
METTLER-TOLEDO INTERNATIONAL,Healthcare,27118000000,3008000000,0,561000000,569388000000,507154000000
FREEPORT-MCMORAN,Basic Materials,37804000000,14402000000,0,-242000000,40230000000,31276000000
D.R. HORTON,Consumer Cyclical,25130000000,17592000000,0,1618000000,17974000000,6926000000
APOLLO GLOBAL MANAGEMENT,Financial Services,11207000000,2932000000,0,789000000,17958000000,17029000000
THE CLOROX COMPANY,Consumer Defensive,25452000000,6721000000,0,939000000,6213000000,5305000000
ZOOM VIDEO COMMUNICATIONS,Communication Services,96476000000,623000000,0,22000000,0,0
VULCAN MATERIALS COMPANY,Basic Materials,19653000000,4929000000,0,618000000,3212000000,868000000
CHENIERE ENERGY PARTNERS,Energy,17062000000,6838000000,0,1089000000,19057000000,18169000000
AMEREN CORPORATION,Utilities,19297000000,5910000000,0,828000000,30016000000,21789000000
FORTINET,Technology,24111000000,2156000000,0,326000000,3331000000,2787000000
DISH NETWORK CORPORATION,Communication Services,17011000000,12807000000,0,1399000000,33497000000,20732000000
INCYTE CORPORATION,Healthcare,19048000000,2158000000,0,447000000,3212000000,868000000
GARMIN,Technology,22883000000,3757000000,0,953000000,6220000000,1479000000
ALEXANDRIA REAL ESTATE EQUITIES,Real Estate,24050000000,1531000000,0,351000000,0,0
W.W. GRAINGER,Industries,21915000000,11486000000,0,849000000,7194000000,5265000000
INTERNATIONAL PAPER COMPANY,Consumer Cyclical,19545000000,22376000000,0,1225000000,32519000000,25462000000
CMS ENERGY CORPORATION,Utilities,17469000000,6845000000,0,680000000,28581000000,23330000000
ALTICE USA,Communication Services,21327000000,9761000000,0,139000000,0,0
ARTHUR J. GALLAGHER,Financial Services,23792000000,7033000000,0,669000000,0,0
CITIZENS FINANCIAL GROUP,Financial Services,15272000000,5993000000,0,1718000000,179874000000,157456000000
CONCHO RESOURCES,Energy,11454000000,4592000000,0,-706000000,12780000000,4860000000
NASDAQ,Financial Services,21804000000,4262000000,0,774000000,14559000000,8805000000
MARTIN MARIETTA MATERIALS,Basic Materials,17684000000,4739000000,0,611000000,0,0
OMNICOM GROUP,Communication Services,13408000000,14953000000,0,1339000000,22641000000,20048000000
AMERISOURCEBERGEN CORPORATION,Healthcare,19967000000,179589000000,0,855000000,0,0
TELEFLEX,Healthcare,19165000000,2595000000,0,461000000,6765000000,3668000000
LENNAR CORPORATION,Consumer Cyclical,23274000000,22259000000,0,1833000000,29315000000,12143000000
CINCINNATI FINANCIAL CORPORATION,Financial Services,14058000000,7924000000,0,1997000000,202906000000,180571000000
MGM RESORTS INTERNATIONAL,Consumer Cyclical,15564000000,12899000000,0,2046000000,37471000000,30038000000
HEALTHPEAK PROPERTIES,Real Estate,16274999999,1997000000,0,44000000,16316000000,9217000000
CHURCH & DWIGHT,Consumer Defensive,21672000000,4357000000,0,616000000,0,0
NUCOR CORPORATION,Basic Materials,16059999999,22588000000,0,1264000000,0,0
EQUIFAX,Industries,23458000000,3507000000,0,-399000000,0,0
MAXIM INTEGRATED PRODUCTS,Technology,23696000000,2191000000,0,655000000,0,0
DOVER CORPORATION,Industries,18193000000,7136000000,0,678000000,0,0
DISCOVERY INC,Communication Services,13530000000,11144000000,0,1531000000,0,0
CONAGRA BRANDS,Consumer Defensive,17714000000,11054000000,0,840000000,0,0
REGIONS FINANCIAL CORPORATION,Financial Services,15482000000,5836000000,0,1503000000,0,0
INVITATION HOMES,Real Estate,16648000000,1764000000,0,145000000,0,0
TRANSUNION,Industries,18882000000,2716000000,568000000,343200000,0,0
ROKU,Communication Services,42144000000,1129000000,0,69000000,0,0
LABORATORY CORPORATION OF AMERICA HOLDINGS,Healthcare,19826000000,11554000000,0,824000000,0,0
EXPEDIA GROUP,Consumer Cyclical,18729000000,5199000000,-1527000000,-2687000000,0,0
TIFFANY & CO,Consumer Cyclical,15960000000,4424000000,0,541000000,0,0
NORTONLIFELOCK,Technology,12299000000,2490000000,0,3887000000,0,0
AVANGRID,Utilities,14066000000,6338000000,0,700000000,0,0
MARKEL CORPORATION,Financial Services,14237000000,9524000000,0,1791000000,0,0
SEAGATE TECHNOLOGY,Technology,15971000000,10509000000,0,1004000000,0,0
PAYCOM SOFTWARE,Technology,26064000000,737000000,0,180400000,2485000000,1852000000
LOEWS CORPORATION,Financial Services,12375000000,14931000000,0,932000000,0,0
ARISTA NETWORKS,Technology,21985000000,2410000000,0,859000000,0,0
CHENIERE ENERGY,Energy,15144000000,9730000000,0,593000000,0,0
THE COOPER COMPANIES,Healthcare,17848000000,2653000000,0,467000000,0,0
SS&C TECHNOLOGIES HOLDINGS,Technology,18621000000,4667000000,1108000000,625000000,0,0
PRINCIPAL FINANCIAL GROUP,Financial Services,13629000000,14741000000,0,1396000000,0,0
GENUINE PARTS COMPANY,Consumer Cyclical,14491000000,16537000000,9671600000,29000000,0,0
HUNTINGTON BANCSHARES,Financial Services,12911000000,4815000000,0,717000000,0,0
WYNN RESORTS,Consumer Cyclical,12171000000,2095000000,-1164000000,-2067000000,0,0
LIVE NATION ENTERTAINMENT,Communication Services,15682000000,1861000000,-1652000000,-1723000000,0,0
KANSAS CITY SOUTHERN,Industries,19107000000,2632000000,1033000000,616000000,0,0
WABTEC CORPORATION,Industries,13932000000,0,0,0,0,0
LIBERTY SIRIUSXM GROUP,Communication Services,16513000000,8040000000,1753000000,-747000000,0,0
BURLINGTON STORES,Consumer Cyclical,17325000000,5763000000,-338000000,-216000000,0,0
DIAMONDBACK ENERGY,Energy,7646000000,0,0,0,0,0
OLD DOMINION FREIGHT LINE,Industries,22901000000,4109000000,819000000,616000000,0,0
WATERS CORPORATION,Healthcare,15352000000,2365000000,653600000,521500000,0,0
BIOMARIN PHARMACEUTICAL,Healthcare,15918000000,1860000000,92000000,859000000,0,0
MID-AMERICA APARTMENT COMMUNITIES,Real Estate,14490000000,1678000000,427500000,250900000,0,0
CARDINAL HEALTH,Healthcare,15716000000,152922000000,1772000000,-3696000000,0,0
CELANESE CORPORATION,Basic Materials,15189000000,5655000000,715000000,1985000000,0,0
RINGCENTRAL,Technology,33968000000,1183000000,-113000000,83000000,0,0
CAMPBELL SOUP COMPANY,Consumer Defensive,14647000000,8691000000,1251000000,1628000000,0,0
EVERGY,Utilities,12591000000,4913000000,1144000000,618300000,0,0
ULTA BEAUTY,Consumer Cyclical,16178000000,6152000000,326000000,175800000,0,0
CARVANA,Consumer Cyclical,41148000000,5586000000,-332000000,-171000000,0,0
HASBRO,Consumer Cyclical,12817000000,5465000000,720400000,222500000,0,0
CARMAX,Consumer Cyclical,15400000000,18950000000,480000000,746900000,0,0
CITRIX SYSTEMS,Technology,16018000000,3237000000,620700000,504400000,0,0
VORNADO REALTY TRUST,Real Estate,7142000000,0,0,0,0,0
CENTURYLINK,Communication Services,10701000000,0,0,0,0,0
NETAPP,Technology,14797000000,5412000000,928000000,819000000,0,0
MARKETAXESS HOLDINGS,Financial Services,21660000000,689000000,375000000,299300000,0,0
XYLEM,Industries,18346000000,4876000000,500000000,254000000,0,0
MAGELLAN MIDSTREAM PARTNERS,Energy,9481000000,0,0,0,0,0
QUEST DIAGNOSTICS,Healthcare,16059999999,9437000000,1971000000,1425000000,0,0
BROADRIDGE FINANCIAL SOLUTIONS,Technology,17713000000,4529000000,625000000,462000000,0,0
OKTA,Technology,32918000000,586100000,-185800000,-208900000,0,0
TWILIO,Communication Services,54323000000,1762000000,0,-491000000,0,0
AKAMAI TECHNOLOGIES,Technology,17091999999,3198000000,701000000,557000000,0,0
NVR,Consumer Cyclical,15179000000,7546000000,1115000000,901000000,0,0
HEICO CORPORATION,Industries,16660000000,1787000000,376600000,313900000,0,0
LEIDOS HOLDINGS,Technology,14961000000,12297000000,967000000,628000000,0,0
CENTERPOINT ENERGY,Utilities,11790000000,7418000000,1224000000,-949000000,0,0
INTERNATIONAL FLAVORS & FRAGRANCES,Basic Materials,11639000000,0,0,0,0,0
HOLOGIC,Healthcare,18718000000,3776000000,1124000000,1115000000,0,0
EXACT SCIENCES CORPORATION,Healthcare,19930000000,1491000000,-558000000,-848000000,0,0
SUN COMMUNITIES,Real Estate,16344000000,1398000000,296000000,131600000,0,0
ZEBRA TECHNOLOGIES CORPORATION,Technology,20491000000,4448000000,685000000,504000000,0,0
ATMOS ENERGY CORPORATION,Utilities,12028000000,2821000000,824000000,600900000,0,0
DARDEN RESTAURANTS,Consumer Cyclical,15509000000,7807000000,438000000,-52400000,0,0
GARTNER,Technology,14303000000,4099000000,496400000,266700000,0,0
MASCO CORPORATION,Industries,14374000000,7188000000,1295000000,1215000000,0,0
ANNALY CAPITAL MANAGEMENT,Real Estate,11815000000,0,0,0,0,0
TAKE-TWO INTERACTIVE SOFTWARE,Communication Services,23919000000,3089000000,425300000,404500000,0,0
EXTRA SPACE STORAGE,Real Estate,14973000000,1356000000,648000000,481000000,0,0
W. P. CAREY,Real Estate,12380000000,1209000000,553700000,455300000,0,0
UDR,Real Estate,11317000000,0,0,0,0,0
PLAINS ALL AMERICAN PIPELINE,Energy,6003000000,0,0,0,0,0
AXA EQUITABLE HOLDINGS,Financial Services,11379000000,0,0,0,0,0
QORVO,Technology,18964000000,3239000000,423000000,334000000,0,0
DOCUSIGN,Technology,41162000000,1453000000,-174000000,-243000000,0,0
EXPEDITORS INTERNATIONAL OF WASHINGTON,Industries,16096000000,10116000000,940000000,696000000,0,0
AES CORPORATION,Utilities,15631000000,9660000000,2528000000,46000000,0,0
HOST HOTELS & RESORTS,Real Estate,10319000000,0,0,0,0,0
CBOE GLOBAL MARKETS,Financial Services,10061000000,0,0,0,0,0
ALLIANT ENERGY CORPORATION,Utilities,12864000000,3416000000,740000000,614000000,0,0
IDEX CORPORATION,Industries,15081000000,2351000000,532500000,377700000,0,0
LYFT,Technology,15600000000,2364000000,-1808000000,-1753000000,0,0
EQUITY LIFESTYLE PROPERTIES,Real Estate,11546000000,0,0,0,0,0
VARIAN MEDICAL SYSTEMS,Healthcare,15988000000,3168000000,424800000,269000000,0,0
FMC CORPORATION,Basic Materials,14913000000,4642000000,1009000000,550000000,0,0
SVB FINANCIAL GROUP,Financial Services,20088000000,3919000000,0,1191000000,0,0
ALNYLAM PHARMACEUTICALS,Healthcare,15100000000,492800000,-828400000,-858000000,0,0
CONTINENTAL RESOURCES,Energy,5953000000,0,0,0,0,0
DUKE REALTY CORPORATION,Real Estate,14867000000,993200000,273300000,298400000,0,0
TELEDYNE TECHNOLOGIES,Technology,14457000000,3086000000,480000000,402000000,0,0
ICAHN ENTERPRISES,Industries,11760000000,7423000000,-575000000,-1620000000,0,0
W. R. BERKLEY CORPORATION,Financial Services,11837000000,8098000000,0,550600000,0,0
AMERICAN AIRLINES GROUP,Industries,9632000000,0,0,0,0,0
FRANKLIN RESOURCES,Financial Services,12642000000,5566000000,1049000000,783600000,0,0
SLACK TECHNOLOGIES,Technology,24345000000,902600000,-283000000,-300000000,0,0
DENTSPLY SIRONA,Healthcare,11444000000,0,0,0,0,0
UNITED RENTALS,Industries,16729000000,8530000000,1817000000,890000000,0,0
NORWEGIAN CRUISE LINE HOLDINGS,Consumer Cyclical,7009000000,0,0,0,0,0
RAYMOND JAMES FINANCIAL,Financial Services,13100000000,7889000000,0,817000000,0,0
J.B. HUNT TRANSPORT SERVICES,Industries,14441000000,9636000000,713000000,506000000,0,0
UBIQUITI,Technology,17487000000,1284000000,478000000,380000000,0,0
UNIVERSAL HEALTH SERVICES,Healthcare,11684000000,11558000000,1358000000,941000000,0,0
NIKOLA CORPORATION,Automobile,5861000000,0,0,0,0,0
FIDELITY NATIONAL FINANCIAL,Financial Services,11480000000,0,0,0,0,0
LAMB WESTON HOLDINGS,Consumer Defensive,11523000000,0,0,0,0,0
CNA FINANCIAL CORPORATION,Financial Services,10573000000,0,0,0,0,0
DOMINO'S PIZZA,Consumer Cyclical,15108000000,4117000000,725600000,491000000,0,0
THE TRADE DESK,Technology,37618000000,836000000,144200000,242300000,0,0
JACOBS ENGINEERING GROUP,Industries,13823000000,13567000000,536000000,491700000,0,0
TYLER TECHNOLOGIES,Technology,17603000000,1116000000,172000000,194000000,0,0
LINCOLN NATIONAL CORPORATION,Financial Services,9723000000,0,0,0,0,0
EPAM SYSTEMS,Technology,20064000000,2659000000,379000000,327000000,0,0
CHEWY,Consumer Cyclical,37093000000,4846000000,-252700000,-252300000,0,0
J. M. SMUCKER COMPANY,Consumer Defensive,13189000000,7801000000,1292000000,775000000,0,0
MOLSON COORS BREWING COMPANY,Consumer Defensive,9837000000,0,0,0,0,0
GODADDY,Technology,14010000000,3316000000,-359000000,-495000000,0,0
VICI PROPERTIES,Real Estate,13685000000,1225000000,913000000,891000000,0,0
ALLEGHANY CORPORATION,Financial Services,8529999999,0,0,0,0,0
ALLY FINANCIAL,Financial Services,13332000000,6961000000,0,1085000000,0,0
NISOURCE,Utilities,8791000000,0,0,0,0,0
THE CARLYLE GROUP,Financial Services,11115000000,0,0,0,0,0
AVERY DENNISON CORPORATION,Industries,12939000000,6971000000,862800000,555900000,0,0
GLOBE LIFE,Financial Services,9939000000,0,0,0,0,0
JACK HENRY & ASSOCIATES,Technology,12362000000,1697000000,380600000,296600000,0,0
WESTROCK COMPANY,Consumer Cyclical,11452000000,0,0,0,0,0
ELANCO ANIMAL HEALTH,Healthcare,14474000000,3273000000,-76800000,-560000000,0,0
WEST PHARMACEUTICAL SERVICES,Healthcare,20944000000,1840000000,297000000,242000000,0,0
BROWN & BROWN,Financial Services,13467000000,2606000000,673000000,465000000,0,0
VISTRA ENERGY,Utilities,9609000000,0,0,0,0,0
DATADOG,Technology,29978000000,603400000,-13700000,-24500000,0,0
BIO-RAD LABORATORIES,Healthcare,17345000000,2545000000,411000000,3806000000,0,0
WESTERN UNION COMPANY,Financial Services,9020000000,0,0,0,0,0
ROLLINS,Consumer Cyclical,19208000000,2161000000,361000000,261000000,0,0
MARATHON OIL CORPORATION,Energy,5265000000,0,0,0,0,0
TRACTOR SUPPLY COMPANY,Consumer Cyclical,16376999999,10620000000,1066000000,749000000,0,0
ADVANCE AUTO PARTS,Consumer Cyclical,10688000000,0,0,0,0,0
LKQ CORPORATION,Consumer Cyclical,10725000000,0,0,0,0,0
PERKINELMER,Healthcare,16068000000,3783000000,986000000,727800000,0,0
FAIR ISAAC CORPORATION,Technology,14870000000,1294000000,341000000,236400000,0,0
ARAMARK,Consumer Cyclical,9771000000,0,0,0,0,0
UNION ELECTRIC COMPANY,Utilities,11183000000,0,0,0,0,0
EASTMAN CHEMICAL COMPANY,Basic Materials,13585000000,8473000000,1095000000,478000000,0,0
MEDICAL PROPERTIES TRUST,Real Estate,11679000000,1249000000,828400000,431400000,0,0
REGENCY CENTERS CORPORATION,Real Estate,7736000000,0,0,0,0,0
C.H. ROBINSON WORLDWIDE,Industries,12761000000,16207000000,673200000,506400000,0,0
FORMULA ONE GROUP,Communication Services,9757000000,0,0,0,0,0
VIATRIS INC,Healthcare,22529000000,11946000000,-103000000,-670000000,0,0
PACKAGING CORPORATION OF AMERICA,Consumer Cyclical,13078000000,6658000000,829800000,457400000,0,0
AVANTOR,Basic Materials,16280000000,6393000000,706000000,52000000,0,0
TRIMBLE,Technology,16704000000,3147000000,445000000,390000000,0,0
PINTEREST,Communication Services,40731000000,1142000000,0,1361000000,0,0
CROWDSTRIKE HOLDINGS,Technology,46868000000,874400000,-92500000,-92600000,0,0
PULTEGROUP,Consumer Cyclical,11560000000,0,0,0,0,0
FEDERAL REALTY INVESTMENT TRUST,Real Estate,6439000000,835400000,289500000,131699999,0,0
INSULET CORPORATION,Healthcare,16853000000,904000000,51500000,6800000,0,0
HUNTINGTON INGALLS INDUSTRIES,Industries,6903000000,9361000000,799000000,696000000,0,0
COMERICA,Financial Services,7769000000,0,0,0,0,0
CAMDEN PROPERTY TRUST,Real Estate,9732000000,0,0,0,0,0
TEXTRON,Industries,11062000000,0,0,0,0,0
TRADEWEB MARKETS,Financial Services,14218000000,892600000,274700000,166200000,0,0
CF INDUSTRIES HOLDINGS,Basic Materials,8281000000,0,0,0,0,0
AQUA AMERICA,Utilities,9708000000,0,0,0,0,0
AMDOCS,Technology,9300000000,0,0,0,0,0
PINNACLE WEST CAPITAL CORPORATION,Utilities,9002000000,0,0,0,0,0
REINSURANCE GROUP OF AMERICA,Financial Services,7874000000,0,0,0,0,0
FACTSET RESEARCH SYSTEMS,Financial Services,12632000000,1494000000,439600000,372900000,0,0
ON SEMICONDUCTOR CORPORATION,Technology,13459000000,5255000000,415200000,234200000,0,0
BOOZ ALLEN HAMILTON HOLDING CORPORATION,Industries,12022000000,7464000000,669000000,481000000,0,0
DEVON ENERGY CORPORATION,Energy,6048000000,0,0,0,0,0
CERIDIAN HCM HOLDING,Technology,15750000000,842000000,7800000,4000000,0,0
AMERICAN FINANCIAL GROUP,Financial Services,7609000000,0,0,0,0,0
RPM INTERNATIONAL,Basic Materials,11796000000,5507000000,511100000,304400000,0,0
NRG ENERGY,Utilities,9170000000,0,0,0,0,0
NEUROCRINE BIOSCIENCES,Healthcare,8955000000,0,0,0,0,0
HENRY SCHEIN,Healthcare,9546000000,0,0,0,0,0
COGNEX CORPORATION,Technology,14020000000,811000000,206000000,176000000,0,0
SEI INVESTMENTS COMPANY,Financial Services,8308000000,0,0,0,0,0
VAIL RESORTS,Consumer Cyclical,11238000000,0,0,0,0,0
UNIVERSAL DISPLAY CORPORATION,Technology,10825000000,0,0,0,0,0
NATIONAL OILWELL VARCO,Energy,5331000000,0,0,0,0,0
